,interaction_id,interaction_type,id_bacterium,acc_bacterium,bact_strain,bact_specie,bact_genus,id_phage,acc_phage,phage_name
2257,23804,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9407,NC_013650.1,Mycobacterium_phage_ET08
2258,24278,1,8698,NZ_CP024413.1,ATCC 8014,Lactobacillus plantarum,Lactobacillus,9448,NC_019916.1,Lactobacillus_virus_ATCC8014
2259,24749,1,9481,NC_008463.1,UCBPP-PA14,Pseudomonas aeruginosa,Pseudomonas,9480,NC_009818.1,Pseudomonas_virus_MP22
2260,25405,1,9569,NZ_AHWC00000000.1,16M,Brucella melitensis,Brucella,9568,NC_019447.1,Brucella_phage_Pr
2261,25406,1,9571,NZ_AQIS00000000.1,544,Brucella abortus,Brucella,9570,NC_019446.1,Brucella_phage_Tb
2262,25407,1,7668,NZ_CP025401.1,MS8345,Escherichia coli,Escherichia,9572,NC_019445.1,Escherichia_phage_TL-2011b
2263,25408,1,7668,NZ_CP025401.1,MS8345,Escherichia coli,Escherichia,9573,NC_019442.1,Escherichia_phage_TL-2011c
2264,25865,1,8373,NZ_ADXL00000000.1,CB0101,Synechococcus sp.,Synechococcus,9610,NC_016766.1,Synechococcus_phage_S-CBS4
2265,26062,1,7670,NZ_CP025268.1,K-12,Escherichia coli,Escherichia,9633,NC_016160.1,Escherichia_phage_HK75
2266,26103,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9636,NC_017973.1,Mycobacterium_phage_SWU1
2267,26154,1,8028,NC_005835.1,HB27,Thermus thermophilus,Thermus,9640,NC_015937.1,Thermus_phage_TMA
2268,26157,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9642,NC_015584.1,Mycobacterium_virus_Faith1
2269,26308,1,9662,NZ_LKLV00000000.1,ML8,Lactococcus lactis,Lactococcus,9661,NC_015263.1,Lactococcus_phage_949
2270,26333,1,7007,NC_008819.1,NATL1A,Prochlorococcus marinus,Prochlorococcus,9666,NC_015290.1,Prochlorococcus_phage_P-SSM7
2271,26434,1,7012,NC_005072.1,MED4,Prochlorococcus marinus,Prochlorococcus,9672,NC_015284.1,Prochlorococcus_phage_P-HM2
2272,26487,1,7012,NC_005072.1,MED4,Prochlorococcus marinus,Prochlorococcus,9676,NC_015280.1,Prochlorococcus_phage_P-HM1
2273,26694,1,7553,NZ_ASWV00000000.1,PA14,Pseudomonas aeruginosa,Pseudomonas,9697,NC_011613.1,Pseudomonas_virus_MP29
2274,26695,1,7553,NZ_ASWV00000000.1,PA14,Pseudomonas aeruginosa,Pseudomonas,9698,NC_011611.1,Pseudomonas_virus_MP38
2275,26827,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9710,NC_011289.1,Mycobacterium_virus_Ramsey
2276,26828,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9711,NC_011287.1,Mycobacterium_virus_Pacc40
2277,26829,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9712,NC_011292.1,Mycobacterium_phage_Konstantine
2278,26830,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9713,NC_011288.1,Mycobacterium_virus_Fruitloop
2279,26831,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9714,NC_011285.1,Mycobacterium_phage_Troll4
2280,26832,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9715,NC_011290.1,Mycobacterium_phage_Gumball
2281,26833,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9716,NC_011291.1,Mycobacterium_virus_Brujita
2282,26834,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9717,NC_011267.1,Mycobacterium_phage_Solon
2283,26835,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9718,NC_011273.1,Mycobacterium_phage_Myrna
2284,26880,1,7668,NZ_CP025401.1,MS8345,Escherichia coli,Escherichia,9722,NC_010237.1,Escherichia_phage_Min27
2285,26901,1,7286,NC_003197.2,LT2 - SGSC 1412 - ATCC 700720,Salmonella enterica,Salmonella,9724,NC_010463.1,Salmonella_phage_Fels-2
2286,26902,1,7286,NC_003197.2,LT2 - SGSC 1412 - ATCC 700720,Salmonella enterica,Salmonella,9725,NC_010393.1,Phage_Gifsy-2
2287,26903,1,7286,NC_003197.2,LT2 - SGSC 1412 - ATCC 700720,Salmonella enterica,Salmonella,9726,NC_010392.1,Phage_Gifsy-1
2288,26904,1,7286,NC_003197.2,LT2 - SGSC 1412 - ATCC 700720,Salmonella enterica,Salmonella,9727,NC_010391.1,Salmonella_phage_Fels-1
2289,26955,1,8546,NC_012660.1,SBW25,Pseudomonas fluorescens,Pseudomonas,9735,NC_013638.1,Pseudomonas_phage_phi-2
2290,26970,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9737,NC_012788.1,Mycobacterium_phage_Angel
2291,27068,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9749,NC_012027.1,Mycobacterium_phage_Phlyer
2292,27416,1,7200,NC_002516.2,PAO1,Pseudomonas aeruginosa,Pseudomonas,9800,NC_010326.1,Pseudomonas_phage_LUZ19
2293,28641,1,7005,NC_007335.2,NATL2A,Prochlorococcus marinus,Prochlorococcus,9977,NC_006884.2,Prochlorococcus_phage_P-SSM4
2294,28642,1,7007,NC_008819.1,NATL1A,Prochlorococcus marinus,Prochlorococcus,9978,NC_006883.2,Prochlorococcus_phage_P-SSM2
2295,29573,1,10112,NC_004070.1,MGAS315,Streptococcus pyogenes,Streptococcus,10111,NC_004586.1,Streptococcus_phage_315.3
2296,29851,1,10138,NZ_CP008957.1,EDL933,Escherichia coli,Escherichia,10137,NC_000924.1,Enterobacteria_phage_933W
2297,29977,1,7736,NC_014230.1,HTCC2559,Croceibacter atlanticus,Croceibacter,10153,NC_018276.1,Croceibacter_phage_P2559S
2298,29978,1,7553,NZ_ASWV00000000.1,PA14,Pseudomonas aeruginosa,Pseudomonas,10154,NC_018274.1,Pseudomonas_phage_MP42
2299,30051,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10173,NC_026584.1,Mycobacterium_phage_Minerva
2300,30100,1,7200,NC_002516.2,PAO1,Pseudomonas aeruginosa,Pseudomonas,10177,NC_018282.1,Pseudomonas_phage_MP1412
2301,34943,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8347,NC_028675.1,Acinetobacter_phage_phiAB1
2302,34944,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4887,MG099939,Gordonia_phage_BENtherdunthat
2303,34945,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9984,NC_006356.2,Flavobacterium_phage_11b
2304,34946,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10059,NC_005357.1,Bordetella_virus_BPP1
2305,34947,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7096,NC_029003.2,Salmonella_phage_SEN1
2306,34948,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9303,NC_021780.1,Salmonella_virus_FSLSP088
2307,34949,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4914,MG099940,Gordonia_phage_BirksAndSocks
2308,34950,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7239,NC_031237.1,Gordonia_phage_Obliviate
2309,34951,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8336,NC_028694.1,Propionibacterium_phage_PA1-14
2310,34952,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5081,KU160642,Arthrobacter_phage_Circum
2311,34953,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9178,NC_017732.1,Enterococcus_phage_EF62phi
2312,34954,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9816,NC_009810.1,Listeria_phage_A500
2313,34955,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5500,NA,Streptomyces_phage_Henoccus
2314,34956,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9632,NC_016164.1,Synechococcus_phage_S-CBS1
2315,34957,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5257,MF189172,Arthrobacter_phage_Elsa
2316,34958,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6107,NA,Gordonia_phage_Petra
2317,34959,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8440,NC_022980.1,Brevibacillus_phage_Davies
2318,34960,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9864,NC_009014.1,Erwinia_amylovora_phage_Era103
2319,34961,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7152,NC_031923.1,Streptococcus_phage_phiARI0468-2
2320,34962,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9270,NC_005135.1,Aeromonas_virus_44RR2
2321,34963,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7549,NC_030936.1,Gordonia_phage_Bachita
2322,34964,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8471,NC_027389.1,Propionibacterium_phage_PHL141N00
2323,34965,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8272,NC_028760.1,Klebsiella_phage_KLPN1
2324,34966,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10123,NC_003356.1,Enterobacteria_phage_phiP27
2325,34967,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9619,NC_016565.1,Staphylococcus_phage_S24-1
2326,34968,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6549,NA,Gordonia_phage_ThankyouJordi
2327,34969,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7442,NC_031047.1,Escherichia_phage_HY03
2328,34970,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8950,NC_019406.1,Caulobacter_phage_CcrColossus
2329,34971,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6261,KY092484,Streptomyces_phage_Raleigh
2330,34972,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6619,KT783672,Arthrobacter_phage_TymAbreu
2331,34973,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7246,NC_031267.1,Gordonia_phage_Lucky10
2332,34974,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8276,NC_028750.1,Klebsiella_phage_Matisse
2333,34975,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7137,NC_031931.1,Flavobacterium_phage_Fpv2
2334,34976,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5632,MF185721,Arthrobacter_phage_Kabreeze
2335,34977,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5534,NA,Arthrobacter_phage_Hunnie
2336,34978,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8656,NC_007059.1,Staphylococcus_virus_71
2337,34979,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8374,NC_025461.1,Synechococcus_phage_S-CBP3
2338,34980,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9783,NC_017972.1,Pseudomonas_phage_Lu11
2339,34981,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8281,NC_021805.1,Cellulophaga_phage_phi12a:1
2340,34982,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7334,NC_031109.1,Gordonia_phage_Jumbo
2341,34983,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8904,NC_024793.1,Escherichia_phage_vB_EcoS_AHP42
2342,34984,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9698,NC_011611.1,Pseudomonas_virus_MP38
2343,34985,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8282,NC_021804.1,Cellulophaga_phage_phi39:1
2344,34986,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5743,MF919514,Gordonia_phage_Lennon
2345,34987,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7856,NC_029033.1,Achromobacter_phage_phiAxp-1
2346,34988,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8622,NC_026613.1,Uncultured_phage_WW-nAnB_strain_3
2347,34989,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7769,NC_029042.1,Salmonella_phage_38
2348,34990,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9811,NC_009875.1,Staphylococcus_phage_SAP-2
2349,34991,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10098,NC_004688.1,Mycobacterium_virus_Omega
2350,34992,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9440,NC_019935.1,Pseudomonas_phage_KPP12
2351,34993,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4785,NA,Gordonia_phage_Asapag
2352,34994,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7314,NC_031110.1,Pseudomonas_phage_phiMK
2353,34995,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7399,NC_031072.1,Gordonia_phage_CaptainKirk2
2354,34996,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9587,NC_018853.1,Streptomyce_phage_TG1
2355,34997,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6045,KX688102,Arthrobacter_phage_Oxynfrius
2356,34998,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8314,NC_028700.1,Streptococcus_phage_T12
2357,34999,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6200,NA,Mycobacterium_phage_Pistachio
2358,35000,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9444,NC_019924.1,Clostridium_phage_phi8074-B1
2359,35001,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9238,NC_022747.1,Vibrio_phage_VPUSM_8
2360,35002,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9570,NC_019446.1,Brucella_phage_Tb
2361,35003,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9697,NC_011613.1,Pseudomonas_virus_MP29
2362,35004,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9640,NC_015937.1,Thermus_phage_TMA
2363,35005,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7138,NC_031930.1,Salmonella_phage_118970_sal1
2364,35006,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8011,NC_029046.1,Sinorhizobium_phage_phiLM21
2365,35007,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8734,NC_003298.1,Enterobacteria_phage_T3
2366,35008,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6943,NC_024142.2,Escherichia_phage_Bp4
2367,35009,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6697,NA,Gordonia_phage_WilliamBoone
2368,35010,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8009,NC_029047.1,Verrucomicrobia_phage_P8625
2369,35011,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9567,NC_019448.1,Staphylococcus_phage_GH15
2370,35012,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9474,NC_019707.1,Enterobacteria_phage_M
2371,35013,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9359,NC_020880.1,Leuconostoc_phage_P793
2372,35014,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9251,NC_021772.1,Salmonella_phage_FSL_SP-058
2373,35015,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5897,KU998241,Gordonia_phage_Monty
2374,35016,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8017,NC_015293.1,Pseudoalteromonas_phage_H105/1
2375,35017,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10058,NC_005356.1,Staphylococcus_virus_77
2376,35018,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8812,NC_021317.1,Salmonella_phage_L13
2377,35019,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5100,NA,Streptomyces_phage_Comrade
2378,35020,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8304,NC_028698.1,Salmonella_phage_f18SE
2379,35021,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8214,NC_028872.1,Escherichia_phage_HY02
2380,35022,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5064,KX557288,Rhodococcus_phage_ChewyVIII
2381,35023,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5919,NA,Gordonia_phage_Msay19
2382,35024,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9215,NC_020081.2,Bacillus_phage_phiAGATE
2383,35025,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7170,NC_031906.1,Synechococcus_phage_S-CAM3
2384,35026,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9219,NC_022750.1,Enterobacteria_phage_fiAA91-ss
2385,35027,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9169,NC_018285.1,Streptococcus_phage_YMC-2011
2386,35028,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9830,NC_009604.1,Burkholderia_virus_BcepNY3
2387,35029,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7868,NC_029080.1,Staphylococcus_phage_812
2388,35030,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8529,NC_027345.1,Pseudomonas_phage_Pa2
2389,35031,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8046,NC_029006.1,Clostridium_phage_phiCT19406C
2390,35032,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10176,NC_027997.1,Campylobacter_virus_CP220
2391,35033,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9540,NC_019490.1,Riemerella_phage_RAP44
2392,35034,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8841,NC_025462.1,Acinetobacter_phage_vB_AbaM_Acibel004
2393,35035,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7351,NC_031100.1,Bacillus_phage_Phrodo
2394,35036,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5744,NA,Arthrobacter_phage_Lennox
2395,35037,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8964,NC_024380.1,Leuconostoc_phage_phiLN6B
2396,35038,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5027,KX557274,Gordonia_phage_CaptainKirk2
2397,35039,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9464,NC_019719.1,Enterobacteria_phage_HK633
2398,35040,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8118,NC_028956.1,Mannheimia_phage_vB_MhS_1152AP2
2399,35041,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9804,NC_010116.1,Pseudomonas_phage_YuA
2400,35042,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8040,NC_028883.1,Clostridium_phage_phiMMP01
2401,35043,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9357,NC_019918.1,Pseudomonas_phage_vB_PaeM_C2-10_Ab1
2402,35044,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7313,NC_031112.1,Gordonia_phage_Phinally
2403,35045,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9620,NC_016567.1,Vibrio_phage_SIO-2
2404,35046,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7882,NC_029081.1,Pectobacterium_phage_Peat1
2405,35047,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7541,NC_030951.1,Clostridium_phage_phiCTC2B
2406,35048,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7039,NC_027627.1,Propionibacterium_phage_Solid
2407,35049,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6110,NA,Propionibacterium_phage_PFR1
2408,35050,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4838,KY365739,Streptomyces_phage_BabyGotBac
2409,35051,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5891,MF185731,Arthrobacter_phage_Molivia
2410,35052,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10032,NC_006565.1,Lactobacillus_virus_LP65
2411,35053,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9565,NC_019453.1,Caulobacter_phage_phiCb5
2412,35054,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9650,NC_015465.1,Synechococcus_phage_S-CBS3
2413,35055,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8270,NC_028765.1,Staphylococcus_phage_phiIPLA-RODI
2414,35056,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9591,NC_018847.1,Propionibacterium_phage_ATCC29399B_T
2415,35057,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9584,NC_018851.1,Propionibacterium_phage_ATCC29399B_C
2416,35058,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8829,NC_025460.1,Staphylococcus_phage_phiSa119
2417,35059,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8815,NC_025453.1,Enterococcus_phage_EFC-1
2418,35060,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9976,NC_007501.1,Lactobacillus_phage_Lc-Nu
2419,35061,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7688,NC_026606.1,Arthrobacter_phage_vB_ArtM-ArV1
2420,35062,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9592,NC_018846.1,Escherichia_phage_P13374
2421,35063,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5347,NA,Gordonia_phage_Flakey
2422,35064,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8991,NC_020481.1,Pelagibacter_phage_HTVC010P
2423,35065,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6388,MF668282,Gordonia_phage_ShayRa
2424,35066,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7578,NC_030914.1,Gordonia_phage_Kvothe
2425,35067,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9683,NC_015249.1,Enterobacteria_phage_285P
2426,35068,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9166,NC_022971.1,Pseudomonas_phage_phiIBB-PAA2
2427,35069,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9492,NC_019543.1,Aeromonas_phage_Aes508
2428,35070,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8435,NC_026599.1,Pseudomonas_phage_vB_PaeP_C2-10_Ab22
2429,35071,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7605,NC_030919.1,Salmonella_phage_118970_sal4
2430,35072,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9593,NC_018845.1,Propionibacterium_phage_P104A
2431,35073,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10035,NC_005345.2,Streptomyces_phage_VWB
2432,35074,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10007,NC_007024.1,Xanthomonas_phage_Xp15
2433,35075,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7726,NC_028980.1,Pseudomonas_phage_PAE1
2434,35076,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7701,NC_028911.1,Lactobacillus_phage_iLp1308
2435,35077,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9635,NC_016073.1,Salmonella_phage_SFP10
2436,35078,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7244,NC_031280.1,Acinetobacter_phage_vB_AbaM_phiAbaA1
2437,35079,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9993,NC_007291.1,Escherichia_virus_KP26
2438,35080,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9262,NC_022336.1,Propionibacterium_phage_PHL010M04
2439,35081,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5463,NA,Gordonia_phage_Gudmit
2440,35082,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6565,NA,Gordonia_phage_TimTam
2441,35083,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4886,KU160640,Arthrobacter_phage_Bennie
2442,35084,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4938,NA,Arthrobacter_phage_BossLady
2443,35085,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7810,NC_009514.1,Enterobacteria_phage_cdtI
2444,35086,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8467,NC_027395.1,Escherichia_phage_vB_EcoP_SU10
2445,35087,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7547,NC_030942.1,Gordonia_phage_BritBrat
2446,35088,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8294,NC_021792.1,Cellulophaga_phage_phi46:3
2447,35089,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10093,NC_004736.1,Vibrio_phage_VGJphi
