,interaction_id,interaction_type,id_bacterium,acc_bacterium,bact_strain,bact_specie,bact_genus,id_phage,acc_phage,phage_name
205,9697,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4925,NA,Mycobacterium_phage_BobaPhett
206,9698,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4926,NA,Mycobacterium_phage_Bobby
207,9706,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4928,KF114874,Mycobacterium_phage_Bobi
208,9707,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4929,NA,Mycobacterium_phage_BobsGarage
209,9708,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4930,MF185727,Mycobacterium_phage_BobSwaget
210,9709,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,4931,NA,Gordonia_phage_Bock
211,9710,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,4932,NA,Arthrobacter_phage_Boersma
212,9711,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4933,MF133446,Mycobacterium_phage_Bogie
213,9719,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,4935,NA,Gordonia_phage_Boneham
214,9720,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4936,JN699628,Mycobacterium_phage_Bongo
215,9721,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4937,EU816590,Mycobacterium_phage_Boomer
216,9722,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,4938,NA,Arthrobacter_phage_BossLady
217,9724,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,4940,KU998235,Gordonia_phage_Bowser
218,9725,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4941,NA,Mycobacterium_phage_Bowtie
219,9726,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4942,NA,Mycobacterium_phage_Boyle
220,9727,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4943,JF957057,Mycobacterium_phage_BPBiebs31
221,9728,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4944,EU568876,Mycobacterium_phage_BPs
222,9729,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4945,NA,Mycobacterium_phage_BQuat
223,9730,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,4946,NA,Arthrobacter_phage_Brad
224,9738,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,4948,NA,Gordonia_phage_Brandonk123
225,9739,1,4718,NC_018750.1,ATCC 10712,Streptomyces venezuelae,Streptomyces,4949,KX507345,Streptomyces_phage_Brataylor
226,9740,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4950,KF006817,Mycobacterium_phage_Breeniome
227,9741,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4951,KC691254,Mycobacterium_phage_Breezona
228,9742,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,4952,KT365401,Arthrobacter_phage_Brent
229,9743,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,4953,NA,Arthrobacter_phage_Breylor17
230,9744,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4954,KT591491,Mycobacterium_phage_Bricole
231,9745,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,4955,KU998233,Gordonia_phage_BritBrat
232,9746,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4956,NA,Mycobacterium_phage_Briton15
233,9747,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4957,KU865302,Mycobacterium_phage_Brocalys
234,9768,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4979,KX808130,Mycobacterium_phage_Broseidon
235,9769,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4980,NA,Mycobacterium_phage_Brownie5
236,9770,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4981,KX443326,Mycobacterium_phage_BruceB
237,9771,1,4752,NZ_JNHS00000000.1,ATCC 6919,Cutibacterium acnes,Cutibacterium,4982,KR347352,Propionibacterium_phage_BruceLethal
238,9772,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4983,KF562099,Mycobacterium_phage_Bruin
239,9773,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4984,KY083060,Mycobacterium_phage_Bruiser
240,9774,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4985,FJ168659,Mycobacterium_phage_Brujita
241,9775,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4986,JN698998,Mycobacterium_phage_Bruns
242,9776,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4987,KT347313,Mycobacterium_phage_Brusacoram
243,9785,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4990,KY348865,Mycobacterium_phage_Bubbles123
244,9786,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4991,KY204244,Mycobacterium_phage_BubbleTrouble
245,9787,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4992,NA,Mycobacterium_phage_Buck
246,9788,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4993,NA,Mycobacterium_phage_Buckeye
247,9789,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4994,NA,Mycobacterium_phage_Bud
248,9790,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,4995,NA,Gordonia_phage_Buggaboo
249,9791,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4996,NA,Mycobacterium_phage_Bugsy
250,9792,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4997,NA,Mycobacterium_phage_Bumblebee11
251,9793,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4998,NA,Mycobacterium_phage_Bunnies
252,9794,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4999,KU985094,Mycobacterium_phage_Burger
253,9795,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,5000,NA,Gordonia_phage_Butterball
254,9796,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5001,KC576783,Mycobacterium_phage_Butters
255,9797,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5002,FJ168660,Mycobacterium_phage_Butterscotch
256,9798,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5003,NA,Mycobacterium_phage_Buttons
257,9799,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5004,KX523125,Mycobacterium_phage_BuzzBuzz
258,9800,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5005,KM347889,Mycobacterium_phage_BuzzLyseyear
259,9801,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5006,AF271693,Mycobacterium_phage_Bxb1
260,9802,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5007,AY129337,Mycobacterium_phage_Bxz1
261,9803,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5008,AY129332,Mycobacterium_phage_Bxz2
262,9804,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5009,NA,Mycobacterium_phage_Byougenkin
263,9806,1,4851,NZ_CP014475.1,CCUG 21000,Mycobacterium phlei,Mycobacterium,5012,KT895281,Mycobacterium_phage_Cabrinians
264,9807,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5013,NA,Mycobacterium_phage_Cactus
265,9808,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5014,KX683876,Mycobacterium_phage_CactusRose
266,9809,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5015,KT716493,Mycobacterium_phage_Caelakin
267,9810,1,4657,NZ_APVM00000000.1,1326,Streptomyces lividans,Streptomyces,5016,NA,Streptomyces_phage_Caelum
268,9811,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5017,MF324913,Mycobacterium_phage_Cain
269,9812,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5018,EU826471,Mycobacterium_phage_Cali
270,9814,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,5020,NA,Arthrobacter_phage_CallieOMalley
271,9815,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5021,KR080198,Mycobacterium_phage_Cambiare
272,9816,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5022,KY204245,Mycobacterium_phage_Camperdownii
273,9817,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5023,NA,Mycobacterium_phage_Cannibal
274,9818,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,5024,MF140400,Arthrobacter_phage_Canowicakte
275,9819,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,5025,KU160641,Arthrobacter_phage_CapnMurica
276,9820,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5026,NA,Mycobacterium_phage_Capricorn
277,9821,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,5027,KX557274,Gordonia_phage_CaptainKirk2
278,9822,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5028,KM652553,Mycobacterium_phage_CaptainTrips
279,9823,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5029,KM588359,Mycobacterium_phage_Carcharodon
280,9824,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,5030,KX557275,Gordonia_phage_CarolAnn
281,9825,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5031,KU613353,Mycobacterium_phage_Catalina
282,9826,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5032,KF017002,Mycobacterium_phage_Catdawg
283,9827,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5033,DQ398053,Mycobacterium_phage_Catera
284,9828,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,5034,MF140401,Arthrobacter_phage_Caterpillar
285,9829,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5035,NA,Mycobacterium_phage_Cborch11
286,9830,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5036,KT355472,Mycobacterium_phage_Cedasite
287,9831,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5037,NA,Mycobacterium_phage_Centaur
288,9832,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5038,NA,Mycobacterium_phage_CentreCat
289,9833,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5039,KM215148,Mycobacterium_phage_Cerasum
290,9834,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5040,MF919496,Mycobacterium_phage_Cerulean
291,9835,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,5041,NA,Arthrobacter_phage_CGermain
292,9837,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5043,KT246486,Mycobacterium_phage_Chadwick
293,9838,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5044,FJ174694,Mycobacterium_phage_Chah
294,9839,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5045,NA,Mycobacterium_phage_ChampagnePapi
295,9840,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5046,MF919497,Mycobacterium_phage_Chance64
296,9841,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5047,MF140402,Mycobacterium_phage_Chancellor
297,9842,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5048,KP027207,Mycobacterium_phage_Chandler
298,9843,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5049,MF140403,Mycobacterium_phage_Changeling
299,9844,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5050,JN256079,Mycobacterium_phage_Charlie
300,9845,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5051,NA,Mycobacterium_phage_CharlieB
301,9846,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5052,KX576647,Mycobacterium_phage_CharlieGBrown
302,9847,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5053,NA,Mycobacterium_phage_Charm
303,9848,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5054,DQ398043,Mycobacterium_phage_Che12
304,9849,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5055,AY129330,Mycobacterium_phage_Che8
305,9850,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5056,AY129333,Mycobacterium_phage_Che9c
306,9851,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5057,AY129336,Mycobacterium_phage_Che9d
307,9852,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,5058,MF324906,Arthrobacter_phage_Cheesy
308,9853,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5059,NA,Mycobacterium_phage_CheetO
309,9854,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5060,KJ944841,Mycobacterium_phage_Cheetobro
310,9855,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,5061,NA,Gordonia_phage_Chelms
311,9856,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5062,NA,Mycobacterium_phage_Cherrybomb426
312,9857,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,5063,KY434670,Arthrobacter_phage_Chestnut
313,9865,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5065,NA,Mycobacterium_phage_ChickenPhender
314,9866,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5066,NA,Mycobacterium_phage_Chill
315,9867,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5067,KU985095,Mycobacterium_phage_ChipMunk
316,9868,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,5068,NA,Arthrobacter_phage_Chipper1996
317,9869,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,5069,KX670787,Arthrobacter_phage_Chocolat
318,9870,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,5070,NA,Arthrobacter_phage_Cholula
319,9871,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5071,KY676783,Mycobacterium_phage_Chorkpop
320,9872,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5072,NA,Mycobacterium_phage_ChosenOne
321,9873,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5073,JF704094,Mycobacterium_phage_ChrisnMich
322,9874,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,5074,MF140404,Arthrobacter_phage_Christian
323,9875,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,5075,KX670786,Arthrobacter_phage_Chubster
324,9876,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5076,NA,Mycobacterium_phage_Chuckly
325,9877,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5077,NA,Mycobacterium_phage_Chunky
326,9878,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5078,NA,Mycobacterium_phage_Chupacabra
327,9879,1,4718,NC_018750.1,ATCC 10712,Streptomyces venezuelae,Streptomyces,5079,KU958700,Streptomyces_phage_Chymera
328,9880,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5080,MF919498,Mycobacterium_phage_Cindaradix
329,9881,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,5081,KU160642,Arthrobacter_phage_Circum
330,9882,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5082,NA,Mycobacterium_phage_Citius
331,9883,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5083,AY129331,Mycobacterium_phage_Cjw1
332,9884,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5084,KY204246,Mycobacterium_phage_Clarenza
333,9885,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5085,MF140405,Mycobacterium_phage_Clautastrophe
334,9886,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5086,NA,Mycobacterium_phage_CLED96
335,9887,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5087,KF560332,Mycobacterium_phage_CloudWang3
336,9888,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,5088,KU998246,Gordonia_phage_ClubL
337,9889,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5089,NA,Mycobacterium_phage_Cobra
338,9890,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5090,KX648373 ,Mycobacterium_phage_Cocoaberry
339,9891,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,5091,NA,Gordonia_phage_Coeur
340,9892,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5092,NA,Mycobacterium_phage_Coffee
341,9893,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5093,GQ303259,Mycobacterium_phage_Colbert
342,9894,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5094,NA,Mycobacterium_phage_Collard
343,9895,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5095,NA,Mycobacterium_phage_Colt
344,9896,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,5096,MF185718,Arthrobacter_phage_Colucci
345,9897,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5097,NA,Mycobacterium_phage_Command613
346,9898,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5098,NA,Mycobacterium_phage_Commander
347,9899,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5099,NA,Mycobacterium_phage_Compostia
348,9901,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,5101,KX522650,Arthrobacter_phage_Conboy
349,9902,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5102,NA,Mycobacterium_phage_ConceptII
350,9903,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,5103,NA,Gordonia_phage_Confidence
351,9904,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5104,NA,Mycobacterium_phage_Connomayer
352,9905,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5105,NA,Mycobacterium_phage_Conquerage
353,9906,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5106,KF560330,Mycobacterium_phage_Conspiracy
354,9907,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5107,KF024732,Mycobacterium_phage_Contagion
355,9908,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5108,NA,Mycobacterium_phage_Coog
356,9909,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5109,NA,Mycobacterium_phage_Cookies
357,9910,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5110,DQ398044,Mycobacterium_phage_Cooper
358,9911,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,5111,NA,Arthrobacter_phage_Copper
359,9912,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5112,AY129335,Mycobacterium_phage_Corndog
360,9913,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5113,NA,Mycobacterium_phage_Cornie
361,9914,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5114,NA,Mycobacterium_phage_Cornucopia
362,9915,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5115,KR080205,Mycobacterium_phage_Corofin
363,9916,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,5116,MF189171,Arthrobacter_phage_Correa
364,9917,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5117,NA,Mycobacterium_phage_Corvo
365,9925,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5119,KP027195,Mycobacterium_phage_Cosmo
366,9926,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5120,NA,Mycobacterium_phage_Cosmolli16
367,9927,1,4752,NZ_JNHS00000000.1,ATCC 6919,Cutibacterium acnes,Cutibacterium,5121,NA,Propionibacterium_phage_Cota
368,9928,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5122,JN698997,Mycobacterium_phage_Courthouse
369,9929,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,5123,KX443695,Arthrobacter_phage_Courtney3
370,9930,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,5124,KU998239,Gordonia_phage_Cozz
371,9931,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5125,NA,Mycobacterium_phage_Craff
372,9932,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5126,KJ410134,Mycobacterium_phage_CRB1
373,9933,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5127,KY380102,Mycobacterium_phage_CREW
374,9934,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5128,HM152767,Mycobacterium_phage_CrimD
375,9935,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5129,NA,Mycobacterium_phage_Crispicous1
376,9937,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5131,KF024731,Mycobacterium_phage_Crossroads
377,9938,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5132,NA,Mycobacterium_phage_Crownjwl
378,9939,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5133,NA,Mycobacterium_phage_Crucio
379,9941,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5135,KY319168,Mycobacterium_phage_CrystalP
380,9942,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5136,JN408459,Mycobacterium_phage_Cuco
381,9943,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,5137,KX557276,Gordonia_phage_Cucurbita
382,9944,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5138,NA,Mycobacterium_phage_Cueylyss
383,9945,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5139,NA,Mycobacterium_phage_Cuke
384,9946,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,5140,NA,Gordonia_phage_Cynthia
385,9947,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5141,NA,Mycobacterium_phage_Czyszczon1
386,9948,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5142,AF022214,Mycobacterium_phage_D29
387,9949,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5143,NA,Mycobacterium_phage_Daegal
388,9950,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5144,KF017005,Mycobacterium_phage_Daenerys
389,9951,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5145,MF919499,Mycobacterium_phage_Daffodil
390,9952,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5146, KX683293,Mycobacterium_phage_Daffy
391,9953,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5147,KT359365,Mycobacterium_phage_DaHudson
392,9954,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5148,NA,Mycobacterium_phage_Daishi
393,9955,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5149,JF704095,Mycobacterium_phage_Daisy
394,9956,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5150,MF919500,Mycobacterium_phage_Dalmatian
395,9957,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5151,NA,Mycobacterium_phage_Dalmuri
396,9958,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5152,KJ567046,Mycobacterium_phage_Damien
397,9959,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5153,JN412588,Mycobacterium_phage_Dandelion
398,9960,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5154,KT309034,Mycobacterium_phage_Dante
399,9961,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,5155,NA,Gordonia_phage_Danyall
400,9962,1,4718,NC_018750.1,ATCC 10712,Streptomyces venezuelae,Streptomyces,5156,KT124228,Streptomyces_phage_Danzina
401,9963,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,5157,NA,Gordonia_phage_Daredevil
402,9964,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5158,MF140406,Mycobacterium_phage_DarthP
403,9965,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5159,KX657793,Mycobacterium_phage_DarthPhader
404,9967,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,5161,NA,Gordonia_phage_DatBoi
