organism_ptr_id,designation,baltimore_classification_id
4334,Listeria_phage_LP-048,NULL
4335,Staphylococcus_phage_StauST398-5,NULL
4336,Staphylococcus_phage_StauST398-4,NULL
4337,Staphylococcus_phage_StauST398-1,NULL
4338,Cronobacter_phage_vB_CsaM_GAP32,NULL
4339,Bacillus_phage_Slash,NULL
4340,Salmonella_phage_Maynard,NULL
4341,Clavibacter_phage_CN1A,NULL
4342,Acinetobacter_phage_Presley,NULL
4343,Acinetobacter_phage_Petty,NULL
4344,Bacillus_phage_Page,NULL
4345,Bacillus_virus_Blastoid,NULL
4346,Salmonella_phage_Marshall,NULL
4347,Bacillus_phage_Grass,NULL
4348,Bacillus_phage_Pony,NULL
4349,Bacillus_phage_BigBertha,NULL
4350,Bacillus_phage_Staley,NULL
4351,Bacillus_virus_Glittering,NULL
4352,Bacillus_virus_Riggi,NULL
4353,Bacillus_phage_Spock,NULL
4354,Bacillus_phage_CampHawk,NULL
4355,Caulobacter_virus_Swift,NULL
4356,Caulobacter_virus_Karma,NULL
4357,Caulobacter_virus_Rogue,NULL
4358,Caulobacter_virus_Magneto,NULL
4359,Caulobacter_phage_CcrColossus,NULL
4360,Caulobacter_virus_phiCbK,NULL
4361,Sulfitobacter_phage_pCB2047-A,NULL
4362,Sulfitobacter_phage_pCB2047-C,NULL
4363,Citrobacter_phage_CR8,NULL
4364,Staphylococcus_phage_DW2,NULL
4365,Leuconostoc_phage_phiLN03,NULL
4366,Leuconostoc_phage_phiLNTR2,NULL
4367,Leuconostoc_phage_phiLN34,NULL
4368,Leuconostoc_phage_phiLN25,NULL
4369,Leuconostoc_phage_phiLN12,NULL
4370,Leuconostoc_phage_phiLN6B,NULL
4371,Leuconostoc_phage_phiLNTR3,NULL
4372,Pseudomonas_phage_vB_PaeS_SCH_Ab26,NULL
4373,Dinoroseobacter_phage_DFL12phi1,NULL
4374,Pseudomonas_phage_phiPSA2,NULL
4375,Cronobacter_phage_CR8,NULL
4376,Pseudomonas_phage_phiPSA1,NULL
4377,Listeria_phage_List-36,NULL
4378,Listeria_phage_LMSP-25,NULL
4379,Pseudomonas_phage_JD024,NULL
4380,Vibrio_phage_CHOED,NULL
4381,Staphylococcus_virus_K,NULL
4382,Bacillus_phage_Bcp1,NULL
4383,Edwardsiella_phage_PEi21,NULL
4384,Pelagibacter_phage_HTVC008M,NULL
4385,Pelagibacter_phage_HTVC019P,NULL
4386,Pelagibacter_phage_HTVC011P,NULL
4387,Pelagibacter_phage_HTVC010P,NULL
4388,Lactococcus_phage_P078,NULL
4389,Lactococcus_phage_P162,NULL
4390,Lactococcus_phage_P118,NULL
4391,Lactococcus_phage_P092,NULL
4392,Enterococcus_phage_VD13,NULL
4393,Enterobacteria_phage_9g,NULL
4394,Mycobacterium_phage_Seabiscuit,NULL
4395,Serratia_phage_PS2,NULL
4396,Salmonella_virus_iEPS5,NULL
4397,Synechococcus_phage_S-CAM8,NULL
4398,Synechococcus_phage_S-RIM2_R1_1999,NULL
4399,Mycobacterium_virus_Gumbie,NULL
4400,Bacillus_phage_vB_BanS-Tsamsa,NULL
4401,Flavobacterium_phage_6H,NULL
4402,Escherichia_phage_EB49,NULL
4403,Mycobacterium_virus_Billknuckles,NULL
4404,Ralstonia_phage_RSB2,NULL
4405,Psychrobacter_phage_Psymv2,NULL
4406,Mycobacterium_virus_Rumpelstiltskin,NULL
4407,Mycobacterium_virus_Deadp,NULL
4408,Mycobacterium_virus_Euphoria,NULL
4409,Mycobacterium_virus_Larva,NULL
4410,Mycobacterium_virus_Drago,NULL
4411,Mycobacterium_virus_Perseus,NULL
4412,Bacillus_virus_G,NULL
4413,Cronobacter_phage_CR9,NULL
4414,Yersinia_phage_Yep-phi,NULL
4415,Mycobacterium_virus_Firecracker,NULL
4416,Mycobacterium_virus_Liefie,NULL
4417,Mycobacterium_virus_Doom,NULL
4418,Mycobacterium_virus_Kugel,NULL
4419,Mycobacterium_virus_Acadian,NULL
4420,Pseudomonas_virus_PA1KOR,NULL
4421,Mycobacterium_virus_SG4,NULL
4422,Mycobacterium_virus_Avani,NULL
4423,Mycobacterium_virus_Courthouse,NULL
4424,Aeromonas_phage_PX29,NULL
4425,Mycobacterium_virus_Bruns,NULL
4426,Staphylococcus_phage_GRCS,NULL
4427,Lactococcus_phage_phiL47,NULL
4428,Lactobacillus_phage_PL-1,NULL
4429,Lactobacillus_phage_J-1,NULL
4430,Pseudomonas_phage_PaBG,NULL
4431,Enterococcus_phage_IME-EF4,NULL
4432,Bacillus_phage_phiCM3,NULL
4433,Escherichia_phage_KBNP1711,NULL
4434,Mycobacterium_phage_Adler,NULL
4435,Acinetobacter_phage_IME_AB3,NULL
4436,Stenotrophomonas_phage_Smp131,NULL
4437,Enterobacter_phage_PG7,NULL
4438,Achromobacter_phage_JWAlpha,NULL
4439,Edwardsiella_phage_eiAU-183,NULL
4440,Erwinia_phage_PhiEaH1,NULL
4441,Pseudomonas_phage_phiPsa374,NULL
4442,Pseudomonas_phage_TL,NULL
4443,Staphylococcus_phage_phiSA12,NULL
4444,Oenococcus_phage_phiS11,NULL
4445,Oenococcus_phage_phiS13,NULL
4446,Pseudomonas_phage_phiIBB-PAA2,NULL
4447,Rhizobium_phage_vB_RleS_L338C,NULL
4448,Streptococcus_phage_YMC-2011,NULL
4449,Enterococcus_phage_EF62phi,NULL
4450,Clostridium_phage_phiSM101,NULL
4451,Xanthomonas_virus_CP1,NULL
4452,Xanthomonas_citri_phage_CP2,NULL
4453,Salmonella_phage_SPN9CC,NULL
4454,Escherichia_phage_Lw1,NULL
4455,Shigella_phage_pSf-1,NULL
4456,Bacillus_phage_phiAGATE,NULL
4457,Staphylococcus_phage_Sb-1,NULL
4458,Lactobacillus_virus_LLKu,NULL
4459,Pseudomonas_phage_PAK_P1,NULL
4460,Enterobacteria_phage_fiAA91-ss,NULL
4461,Pseudomonas_phage_CHA_P1,NULL
4462,Pseudomonas_phage_PAK_P2,NULL
4463,Pseudomonas_phage_PAK_P5,NULL
4464,Burkholderia_phage_JG068,NULL
4465,Staphylococcus_phage_phiRS7,NULL
4466,Ralstonia_phage_RSB3,NULL
4467,Ralstonia_phage_RSK1,NULL
4468,Staphylococcus_phage_JS01,NULL
4469,Streptococcus_phage_phiBHN167,NULL
4470,Streptococcus_phage_TP-778L,NULL
4471,Mycobacterium_phage_Fredward,NULL
4472,Salmonella_phage_SETP13,NULL
4473,Shigella_phage_SfIV,NULL
4474,Vibrio_phage_VPUSM_8,NULL
4475,Pseudomonas_phage_MPK6,NULL
4476,Erwinia_phage_FE44,NULL
4477,Escherichia_virus_JL1,NULL
4478,Staphylococcus_phage_SA12,NULL
4479,Pseudomonas_phage_MPK7,NULL
4480,Bacillus_phage_B4,NULL
4481,Salmonella_phage_FSL_SP-058,NULL
4482,Salmonella_phage_FSL_SP-076,NULL
4483,Paenibacillus_phage_phiIBB_Pl23,NULL
4484,Bacillus_virus_Curly,NULL
4485,Erwinia_phage_phiEaH2,NULL
4486,Bacillus_phage_Wip1,NULL
4487,Propionibacterium_phage_PHL111M01,NULL
4488,Propionibacterium_phage_PHL113M01,NULL
4489,Propionibacterium_phage_PHL114L00,NULL
4490,Propionibacterium_phage_PHL060L00,NULL
4491,Propionibacterium_phage_PHL071N05,NULL
4492,Propionibacterium_phage_PHL010M04,NULL
4493,Propionibacterium_phage_PHL067M10,NULL
4494,Propionibacterium_phage_PHL112N00,NULL
4495,Escherichia_phage_JES2013,NULL
4496,Staphylococcus_phage_SA13,NULL
4497,Bacillus_virus_Finn,NULL
4498,Bacillus_virus_Andromeda,NULL
4499,Bacillus_virus_Eoghan,NULL
4500,Aeromonas_virus_44RR2,NULL
4501,Aeromonas_virus_31,NULL
4502,Clostridium_phage_vB_CpeS-CP51,NULL
4503,Escherichia_virus_K1-5,NULL
4504,Escherichia_virus_P1,NULL
4505,Salmonella_phage_ST64T,NULL
4506,Enterobacteria_phage_VT2-Sakai,NULL
4507,Staphylococcus_phage_vB_SauM_Remus,NULL
4508,Ralstonia_phage_RSS30,NULL
4509,Bacillus_phage_phiNIT1,NULL
4510,Escherichia_phage_PhaxI,NULL
4511,Lactococcus_virus_P008,NULL
4512,Lactococcus_virus_bIL170,NULL
4513,Bacillus_phage_MG-B1,NULL
4514,Streptococcus_phage_SPQS1,NULL
4515,Puniceispirillum_phage_HMO-2011,NULL
4516,Lactococcus_phage_BM13,NULL
4517,Salmonella_phage_FSL_SP-004,NULL
4518,Salmonella_virus_FSLSP088,NULL
4519,Salmonella_virus_FSLSP030,NULL
4520,Salmonella_phage_FSL_SP-031,NULL
4521,Vibrio_phage_JA-1,NULL
4522,Mycobacterium_phage_BTCU-1,NULL
4523,Alteromonas_phage_vB_AmaP_AD45-P1,NULL
4524,Mycobacterium_phage_Chy4,NULL
4525,Mycobacterium_phage_WIVsmall,NULL
4526,Mycobacterium_phage_CASbig,NULL
4527,Staphylococcus_phage_StauST398-2,NULL
4528,Mycobacterium_phage_Chy5,NULL
4529,Acinetobacter_phage_Abp1,NULL
4530,Staphylococcus_phage_StauST398-3,NULL
4531,Streptococcus_phage_phiNJ2,NULL
4532,Mycobacterium_phage_Leo,NULL
4533,Bacillus_phage_PM1,NULL
4534,Pseudomonas_phage_vB_PaeM_C2-10_Ab1,NULL
4535,Pseudomonas_phage_UFV-P2,NULL
4536,Leuconostoc_phage_P793,NULL
4537,Leuconostoc_phage_phiLN04,NULL
4538,Providencia_phage_Redjac,NULL
4539,Pseudomonas_phage_Phi-S1,NULL
4540,Aeromonas_phage_Aes012,NULL
4541,Staphylococcus_phage_vB_SauM_Romulus,NULL
4542,Listeria_phage_vB_LmoM_AG20,NULL
4543,Salmonella_phage_vB_SenMS16,NULL
4544,Aeromonas_virus_65,NULL
4545,Pseudomonas_phage_201phi2-1,NULL
4546,Staphylococcus_phage_44AHJD,NULL
4547,Listeria_virus_A511,NULL
4548,Rhodobacter_phage_RcapNL,NULL
4549,Cronobacter_phage_vB_CskP_GAP227,NULL
4551,Vibrio_phage_VvAW1,NULL
4552,Synechococcus_phage_S-RIM8_A.HR1,NULL
4553,Enterobacteria_phage_RB16,NULL
4554,Enterobacteria_phage_IME08,NULL
4555,Pseudomonas_phage_LUZ7,NULL
4556,Pseudomonas_phage_LIT1,NULL
4557,Klebsiella_phage_KP32,NULL
4558,Escherichia_phage_D108,NULL
4559,Salmonella_phage_g341c,NULL
4560,Enterobacteria_phage_JS10,NULL
4561,Escherichia_phage_JSE,NULL
4562,Salmonella_phage_epsilon34,NULL
4563,Bacillus_virus_phi29,NULL
4564,Enterobacteria_phage_13a,NULL
4565,Enterobacteria_phage_EcoDS1,NULL
4566,Enterobacteria_phage_BA14,NULL
4567,Salmonella_phage_phiSG-JL2,NULL
4568,Enterobacteria_phage_UAB_Phi78,NULL
4569,Bacillus_phage_Bastille,NULL
4570,Pseudomonas_phage_JG004,NULL
4571,Lactobacillus_virus_c5,NULL
4572,Bacillus_phage_W.Ph.,NULL
4573,Escherichia_phage_phAPEC8,NULL
4574,Klebsiella_phage_JD001,NULL
4575,Enterococcus_phage_BC611,NULL
4576,Streptococcus_phage_TP-J34,NULL
4577,Serratia_phage_phiMAM1,NULL
4578,Agrobacterium_phage_7-7-1,NULL
4579,Enterobacteria_phage_mEp237,NULL
4580,Pseudomonas_phage_tf,NULL
4581,Pseudomonas_phage_KPP12,NULL
4582,Cronobacter_phage_ENT39118,NULL
4583,Erwinia_phage_ENT90,NULL
4584,Cronobacter_phage_ENT47670,NULL
4585,Clostridium_phage_phi8074-B1,NULL
4586,Burkholderia_virus_Bcepmigl,NULL
4587,Lactobacillus_virus_ATCC8014,NULL
4588,Staphylococcus_phage_StB20,NULL
4589,Yersinia_phage_phi80-18,NULL
4590,Yersinia_phage_phiR1-RT,NULL
4591,Enterobacteria_phage_HK542,NULL
4592,Enterobacteria_phage_HK106,NULL
4593,Enterobacteria_phage_HK544,NULL
4594,Staphylococcus_phage_JD007,NULL
4595,Escherichia_phage_HK578,NULL
4596,Enterobacteria_phage_HK630,NULL
4597,Enterobacterial_phage_mEp390,NULL
4598,Enterobacterial_phage_mEp213,NULL
4599,Enterobacteria_phage_HK633,NULL
4600,Enterobacteria_phage_vB_EcoS_Rogue1,NULL
4601,Enterobacteria_phage_HK225,NULL
4602,Enterobacteria_phage_mEp460,NULL
4603,Enterobacterial_phage_mEp234,NULL
4604,Enterobacteria_phage_HK446,NULL
4605,Enterobacteria_phage_HK629,NULL
4606,Enterobacteria_phage_HK140,NULL
4607,Enterobacteria_phage_mEpX1,NULL
4608,Enterobacteria_phage_mEp235,NULL
4609,Enterobacteria_phage_M,NULL
4610,Enterobacteria_phage_mEp043_c-1,NULL
4611,Enterobacteria_phage_mEpX2,NULL
4612,Escherichia_phage_FV3,NULL
4613,Staphylococcus_phage_P954,NULL
4614,Burkholderia_phage_KS10,NULL
4615,Pseudomonas_virus_MP22,NULL
4616,Pseudomonas_virus_DMS3,NULL
4617,Burkholderia_phage_Bcep176,NULL
4618,Burkholderia_virus_Bcep781,NULL
4619,Burkholderia_virus_Bcep1,NULL
4620,Salmonella_phage_epsilon15,NULL
4621,Pseudomonas_virus_D3112,NULL
4622,Ralstonia_phage_RSS0,NULL
4623,Salmonella_phage_SPN3UB,NULL
4624,Aeromonas_phage_Aes508,NULL
4625,Aeromonas_phage_CC2,NULL
4626,Salmonella_phage_Sh19,NULL
4627,Aeromonas_phage_phiAS7,NULL
4628,Aeromonas_phage_vB_AsaM-56,NULL
4629,Enterobacteria_phage_vB_KleM-RaK2,NULL
4630,Bdellovibrio_phage_phi1422,NULL
4631,Clostridium_phage_phi24R,NULL
4632,Pectobacterium_phage_ZF40,NULL
4633,Escherichia_phage_phiKT,NULL
4634,Vibrio_phage_vB_VchM-138,NULL
4635,Bacillus_phage_BCD7,NULL
4636,Erwinia_phage_vB_EamP-S6,NULL
4637,Helicobacter_phage_1961P,NULL
4638,Cronobacter_virus_ESP29491,NULL
4639,Clostridium_phage_phiCP34O,NULL
4640,Campylobacter_virus_CP21,NULL
4641,Clostridium_phage_phiCP13O,NULL
4642,Escherichia_phage_wV7,NULL
4643,Erwinia_phage_vB_EamM-Y2,NULL
4644,Escherichia_phage_ime09,NULL
4645,Bacillus_phage_phIS3501,NULL
4646,Enterobacteria_phage_IME10,NULL
4647,Enterobacteria_phage_Bp7,NULL
4648,Clostridium_phage_phiCP26F,NULL
4649,Escherichia_phage_IME11,NULL
4650,Stenotrophomonas_phage_IME15,NULL
4651,Cronobacter_phage_vB_CsaM_GAP31,NULL
4652,Cronobacter_phage_vB_CsaM_GAP161,NULL
4653,Escherichia_phage_HX01,NULL
4654,Escherichia_phage_NJ01,NULL
4655,Riemerella_phage_RAP44,NULL
4656,Lactobacillus_phage_Sha1,NULL
4657,Salmonella_phage_RE-2010,NULL
4658,Lactobacillus_phage_LF1,NULL
4659,Enterobacter_phage_EcP1,NULL
4660,Vibrio_phage_CP-T1,NULL
4661,Lactobacillus_phage_JCL1032,NULL
4662,Haemophilus_phage_SuMu,NULL
4663,Pantoea_phage_LIMElight,NULL
4664,Caulobacter_phage_phiCb5,NULL
4665,Pseudomonas_phage_NH-4,NULL
4666,Staphylococcus_phage_GH15,NULL
4667,Brucella_phage_Pr,NULL
4668,Brucella_phage_Tb,NULL
4669,Escherichia_phage_TL-2011b,NULL
4670,Escherichia_phage_TL-2011c,NULL
4671,Pseudomonas_phage_JG024,NULL
4672,Clostridium_phage_phiMMP04,NULL
4673,Clostridium_phage_phiMMP02,NULL
4674,Salmonella_virus_SPN19,NULL
4675,Escherichia_phage_vB_Eco_ACG-M12,NULL
4676,Enterobacteria_phage_vB_EcoP_ACG-C91,NULL
4677,Cronobacter_phage_vB_CsaP_GAP52,NULL
4678,Escherichia_phage_vB_EcoM_ACG-C40,NULL
4679,Listeria_phage_P70,NULL
4680,Propionibacterium_phage_ATCC29399B_C,NULL
4681,Bacillus_phage_BCP78,NULL
4682,Bacillus_phage_BPS13,NULL
4683,Streptomyce_phage_TG1,NULL
4684,Propionibacterium_phage_ATCC29399B_T,NULL
4685,Escherichia_phage_P13374,NULL
4686,Salmonella_phage_SSU5,NULL
4687,Propionibacterium_phage_P100_1,NULL
4688,Propionibacterium_phage_P100_A,NULL
4689,Weissella_phage_phiYS61,NULL
4690,Pseudomonas_phage_PT2,NULL
4691,Bacteroides_phage_B124-14,NULL
4692,Erwinia_phage_PEp14,NULL
4693,Synechococcus_phage_S-CBS4,NULL
4694,Pseudomonas_virus_PMG1,NULL
4695,Pseudomonas_phage_phi297,NULL
4696,Nocardia_phage_NBR1,NULL
4697,Escherichia_virus_CBA120,NULL
4698,Pseudomonas_phage_OBP,NULL
4699,Helicobacter_phage_phiHP33,NULL
4700,Staphylococcus_phage_S24-1,NULL
4701,Vibrio_phage_SIO-2,NULL
4702,Salmonella_phage_PVP-SE1,NULL
4703,Yersinia_phage_phiR1-37,NULL
4704,Vibrio_phage_VCY-phi,NULL
4705,Rhodobacter_phage_RcapMu,NULL
4706,Synechococcus_phage_S-CBS1,NULL
4707,Escherichia_phage_HK75,NULL
4708,Escherichia_phage_HK639,NULL
4709,Salmonella_phage_SFP10,NULL
4710,Mycobacterium_phage_SWU1,NULL
4711,Salmonella_phage_SS3e,NULL
4712,Stenotrophomonas_phage_phiSHP2,NULL
4713,Salmonella_phage_7-11,NULL
4714,Thermus_phage_TMA,NULL
4715,Pantoea_phage_LIMEzero,NULL
4716,Mycobacterium_virus_Faith1,NULL
4717,Bdellovibrio_phage_phi1402,NULL
4718,Synechococcus_phage_S-CRM01,NULL
4719,Clostridium_phage_phiCD38-2,NULL
4720,Campylobacter_virus_NCTC12673,NULL
4721,Roseobacter_phage_RDJL_Phi_1,NULL
4722,Synechococcus_phage_S-CBS3,NULL
4723,Synechococcus_phage_S-CBS2,NULL
4724,Shigella_phage_Shfl2,NULL
4725,Shigella_virus_Shfl1,NULL
4726,Brochothrix_phage_BL3,NULL
4727,Ralstonia_phage_PE226,NULL
4728,Burkholderia_phage_KS14,NULL
4729,Enterococcus_phage_EFRM31,NULL
4730,Burkholderia_phage_KS5,NULL
4731,Lactococcus_phage_949,NULL
4732,Brochothrix_phage_A9,NULL
4733,Brochothrix_phage_NF5,NULL
4734,Salmonella_phage_ViI,NULL
4735,Prochlorococcus_phage_P-SSM7,NULL
4736,Synechococcus_phage_S-SSM5,NULL
4737,Prochlorococcus_phage_Syn1,NULL
4738,Synechococcus_phage_S-SSM7,NULL
4739,Synechococcus_phage_Syn19,NULL
4740,Prochlorococcus_phage_Syn33,NULL
4741,Prochlorococcus_phage_P-HM2,NULL
4742,Prochlorococcus_phage_P-RSM4,NULL
4743,Synechococcus_phage_S-SM1,NULL
4744,Synechococcus_phage_S-ShM2,NULL
4745,Prochlorococcus_phage_P-HM1,NULL
4746,Synechococcus_phage_S-SM2,NULL
4747,Salmonella_virus_SPC35,NULL
4748,Pseudomonas_phage_phiIBB-PF7A,NULL
4749,Clostridium_phage_phiCD6356,NULL
4750,Acinetobacter_virus_133,NULL
4751,Enterobacteria_phage_285P,NULL
4752,Vibrio_phage_ICP3,NULL
4753,Vibrio_phage_ICP2,NULL
4754,Vibrio_phage_ICP1,NULL
4755,Salmonella_phage_ST160,NULL
4756,Acinetobacter_phage_Acj9,NULL
4757,Enterobacter_phage_CC31,NULL
4758,Acinetobacter_phage_Acj61,NULL
4759,Aeromonas_phage_phiAS5,NULL
4760,Aeromonas_phage_phiAS4,NULL
4761,Yersinia_phage_Yepe2,NULL
4762,Klebsiella_phage_K11,NULL
4763,Pseudomonas_virus_MP29,NULL
4764,Pseudomonas_virus_MP38,NULL
4765,Staphylococcus_virus_IPLA88,NULL
4766,Staphylococcus_virus_IPLA35,NULL
4767,Stenotrophomonas_phage_S1,NULL
4768,Bacillus_virus_AP50,NULL
4769,Bacillus_virus_SPO1,NULL
4770,Ralstonia_phage_RSM3,NULL
4771,Clostridium_virus_phiCD27,NULL
4772,Pseudomonas_phage_PAJU2,NULL
4773,Staphylococcus_phage_phi2958PVL,NULL
4774,Clostridium_phage_phiCP39-O,NULL
4775,Listeria_phage_P40,NULL
4776,Mycobacterium_virus_Ramsey,NULL
4777,Mycobacterium_virus_Pacc40,NULL
4778,Mycobacterium_virus_Fruitloop,NULL
4779,Mycobacterium_virus_Brujita,NULL
4780,Bacteroides_phage_B40-8,NULL
4781,Escherichia_virus_EPS7,NULL
4782,Lactococcus_phage_1706,NULL
4783,Escherichia_phage_Min27,NULL
4784,Salmonella_phage_Vi_II-E1,NULL
4785,Salmonella_phage_Fels-2,NULL
4786,Phage_Gifsy-2,NULL
4787,Phage_Gifsy-1,NULL
4788,Salmonella_phage_Fels-1,NULL
4789,Lactococcus_virus_bIL67,NULL
4790,Deftia_phage_phiW-14,NULL
4791,Clavibacter_phage_CMP1,NULL
4792,Enterococcus_phage_phiEf11,NULL
4793,Enterococcus_phage_phiFL4A,NULL
4794,Pseudomonas_phage_phi-2,NULL
4795,Xylella_phage_Xfas53,NULL
4796,Staphylococcus_phage_phiPVL-CN125,NULL
4797,Vibrio_phage_VEJphi,NULL
4798,Streptococcus_phage_PH10,NULL
4799,Lactococcus_phage_P087,NULL
4800,Enterococcus_phage_EFAP-1,NULL
4801,Pseudomonas_phage_phikF77,NULL
4802,Lactobacillus_phage_Lv-1,NULL
4803,Pseudomonas_phage_PB1,NULL
4804,Pseudomonas_phage_SN,NULL
4805,Ralstonia_phage_RSB1,NULL
4806,Pseudomonas_phage_LMA2,NULL
4807,Pseudomonas_phage_LBL3,NULL
4808,Lactobacillus_phage_Lrm1,NULL
4809,Streptococcus_phage_PH15,NULL
4810,Streptococcus_phage_SMP,NULL
4811,Bacillus_phage_BtCS33,NULL
4812,Clostridium_phage_phiZP2,NULL
4813,Clostridium_phage_phiCPV4,NULL
4814,Xanthomonas_phage_vB_XveM_DIBBI,NULL
4815,Clostridium_phage_phiCP7R,NULL
4816,Bacillus_phage_PBC1,NULL
4817,Cronobacter_phage_CR3,NULL
4818,Pseudomonas_phage_Lu11,NULL
4819,Clostridium_phage_PhiS63,NULL
4820,Escherichia_virus_AKFV33,NULL
4821,Staphylococcus_phage_TEM123,NULL
4822,Pseudomonas_phage_vB_Pae-Kakheti25,NULL
4823,Pseudomonas_phage_vB_Pae-TbilisiM32,NULL
4824,Lactococcus_phage_asccphi28,NULL
4825,Azospirillum_phage_Cd,NULL
4826,Streptococcus_virus_858,NULL
4827,Pseudomonas_phage_LUZ19,NULL
4828,Pseudomonas_phage_LUZ24,NULL
4829,Synechococcus_phage_syn9,NULL
4830,Staphylococcus_virus_phiMR11,NULL
4831,Pseudomonas_phage_YuA,NULL
4832,Escherichia_phage_JS98,NULL
4833,Enterobacteria_phage_phiEcoM-GJ1,NULL
4834,Aeromonas_virus_phiO18P,NULL
4835,Pseudomonas_phage_LKD16,NULL
4836,Enterococcus_phage_phiEF24C,NULL
4837,Staphylococcus_phage_SAP-2,NULL
4838,Listeria_phage_A006,NULL
4839,Listeria_phage_P35,NULL
4840,Listeria_phage_B054,NULL
4841,Listeria_phage_B025,NULL
4842,Listeria_phage_A500,NULL
4843,Enterobacteria_phage_Phi1,NULL
4844,Streptococcus_phage_P9,NULL
4845,Lactococcus_virus_KSY1,NULL
4846,Corynebacterium_phage_P1201,NULL
4847,Thermus_virus_P74-26,NULL
4848,Thermus_virus_P23-45,NULL
4849,Bacillus_phage_0305phi8-36,NULL
4850,Escherichia_phage_phiV10,NULL
4851,Burkholderia_virus_BcepNY3,NULL
4852,Lactobacillus_phage_LL-H,NULL
4853,Escherichia_virus_TLS,NULL
4854,Xanthomonas_virus_Xop411,NULL
4855,Staphylococcus_virus_80alpha,NULL
4856,Burkholderia_phage_BcepGomr,NULL
4857,Ralstonia_phage_RSA1,NULL
4858,Clostridium_virus_phiC2,NULL
4859,Streptococcus_phage_phi3396,NULL
4860,Erwinia_amylovora_phage_Era103,NULL
4861,Geobacillus_phage_GBSV1,NULL
4862,Staphylococcus_virus_phiETA3,NULL
4863,Staphylococcus_virus_phiETA2,NULL
4864,Staphylococcus_virus_PH15,NULL
4865,Staphylococcus_virus_CNPH82,NULL
4866,Escherichia_phage_N4,NULL
4867,Yersinia_phage_Berlin,NULL
4868,Staphylococcus_phage_phiNM,NULL
4869,Ralstonia_phage_RSS1,NULL
4870,Stx2-converting_phage_86,NULL
4871,Lactococcus_virus_jj50,NULL
4872,Lactococcus_virus_712,NULL
4873,Lactococcus_phage_Q54,NULL
4874,Pseudomonas_phage_PRR1,NULL
4875,Mycobacterium_virus_PMC,NULL
4876,Mycobacterium_virus_Che12,NULL
4877,Mycobacterium_virus_Llij,NULL
4878,Pasteurella_phage_F108,NULL
4879,Mycobacterium_virus_244,NULL
4880,Aeromonas_virus_25,NULL
4881,Mannheimia_phage_phiMHaA1,NULL
4882,Streptomyces_phage_mu1/6,NULL
4883,Clostridium_virus_phiCD119,NULL
4884,Enterobacteria_phage_ID2_Moscow/ID/2001,NULL
4885,Sodalis_phage_phiSG1,NULL
4886,Pseudomonas_phage_F8,NULL
4887,Pseudomonas_phage_M6,NULL
4888,Pseudomonas_phage_PA11,NULL
4889,Pseudomonas_phage_119X,NULL
4890,Pseudomonas_phage_73,NULL
4891,Pseudomonas_phage_F10,NULL
4892,Bacillus_phage_Fah,NULL
4893,Bacillus_virus_Wbeta,NULL
4894,Escherichia_virus_K1E,NULL
4895,Pseudomonas_phage_EL,NULL
4896,Escherichia_virus_Rtp,NULL
4897,Clostridium_phage_c-st,NULL
4898,Lactobacillus_phage_Lc-Nu,NULL
4899,Prochlorococcus_phage_P-SSM4,NULL
4900,Prochlorococcus_phage_P-SSM2,NULL
4901,Burkholderia_phage_BcepNazgul,NULL
4902,Bacillus_phage_Gamma,NULL
4903,Chlamydia_phage_4,NULL
4904,Flavobacterium_phage_11b,NULL
4905,Escherichia_virus_KP26,NULL
4906,Stenotrophomonas_phage_SMA9,NULL
4907,Staphylococcus_virus_55,NULL
4908,Staphylococcus_phage_ROSA,NULL
4909,Staphylococcus_virus_EW,NULL
4910,Staphylococcus_virus_37,NULL
4911,Staphylococcus_virus_3a,NULL
4912,Staphylococcus_virus_42e,NULL
4913,Staphylococcus_phage_2638A,NULL
4914,Staphylococcus_virus_69,NULL
4915,Staphylococcus_phage_66,NULL
4916,Staphylococcus_phage_PT1028,NULL
4917,Staphylococcus_virus_G1,NULL
4918,Staphylococcus_virus_X2,NULL
4919,Xanthomonas_phage_Xp15,NULL
4920,Streptococcus_virus_2972,NULL
4921,Enterobacteria_phage_RB43,NULL
4922,Staphylococcus_phage_Twort,NULL
4923,Enterobacteria_phage_ES18,NULL
4924,Bacillus_phage_GIL16c,NULL
4925,Lactobacillus_virus_phiJL1,NULL
4926,Escherichia_virus_M13,NULL
4927,Lactobacillus_virus_LP65,NULL
4928,Pseudomonas_virus_F116,NULL
4929,Pseudomonas_phage_B3,NULL
4930,Vibrio_phage_KSF1,NULL
4931,Salmonella_virus_P22,NULL
4932,Lactobacillus_phage_phiAT3,NULL
4933,Burkholderia_virus_BcepC6B,NULL
4934,Pseudomonas_phage_PaP2,NULL
4935,Vibrio_phage_VP5,NULL
4936,Vibrio_phage_VP2,NULL
4937,Burkholderia_virus_Bcep43,NULL
4938,Klebsiella_phage_phiKO2,NULL
4939,Escherichia_virus_T5,NULL
4940,Escherichia_virus_T1,NULL
4941,Lactococcus_phage_phiLC3,NULL
4942,Staphylococcus_virus_77,NULL
4943,Bordetella_virus_BPP1,NULL
4944,Salmonella_virus_PsP3,NULL
4945,Shigella_phage_Sf6,NULL
4946,Streptomyces_virus_phiBT1,NULL
4947,Bacillus_phage_Bam35c,NULL
4948,Aeromonas_virus_Aeh1,NULL
